tag,id,name,product
Sant_1004,960,-,Phospholipase D
Sant_1005,961,-,Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase protein
Sant_1006,962,zntA,putative cadmium-transporting ATPase
Sant_1007,963,zntR,MerR family regulatory protein
Sant_1008,964,-,hypothetical protein
Sant_1009,965,-,Short-chain dehydrogenase/reductase SDR
Sant_1010,966,-,Metabolite transport protein
Sant_1011,967,-,hypothetical protein
Sant_1012,968,-,hypothetical protein
Sant_1013,969,-,Putative cytoplasmic protein
Sant_1014,970,-,LysR family transcriptional regulator
Sant_1015,971,pcp,Pyrrolidone-carboxylate peptidase 2
Sant_1016,972,-,hypothetical protein
Sant_1017,973,-,Galactoside O-acetyltransferase
Sant_1018,974,-,Integral membrane protein
Sant_1019,975,-,TetR family transcriptional regulator
Sant_1020,976,-,SOS mutagenesis and repair protein
Sant_1021,977,umuD,SOS mutagenesis and repair protein
Sant_1022,978,umuC,Putative nucleotidyltransferase/DNA polymerase involved in DNA repair
Sant_1023,979,-,hypothetical protein
Sant_1024,980,-,"Amino acid/polyamine/organocation transporter, APC superfamily"
Sant_1025,981,-,"Transcriptional regulator, LacI family"
Sant_1026,982,-,L-rhamnonate dehydratase
Sant_1027,983,-,Sugar transporter
Sant_1028,984,-,Putative Cl- channel
Sant_1029,985,-,Periplasmic binding protein
Sant_1030,986,arnB,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
Sant_1031,987,arnC,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Sant_1032,988,arnA,Bifunctional polymyxin resistance protein
Sant_1033,989,arnD,Polysaccharide deacetylase
Sant_1034,990,arnT1,Dolichyl-phosphate-mannose-protein mannosyltransferase-family protein
Sant_1035,991,arnE,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit
Sant_1036,992,arnF,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit
Sant_1037,993,-,phosphoesterase PA-phosphatase-like protein
Sant_1038,994,-,Sulfate transporter
Sant_1039,995,-,Putative HAD-superfamily hydrolase
Sant_1040,996,-,Ferrioxamine receptor
Sant_1041,997,pheC,Cyclohexadienyl dehydratase
Sant_1042,998,uxuB,Mannonate dehydratase
Sant_1043,999,uxuA,D-mannonate oxidoreductase
Sant_1044,1000,uxuR,DNA-binding transcriptional repressor
Sant_1045,1001,-,hypothetical protein
Sant_1046,1002,-,Glyoxalase
Sant_1047,1003,-,Putative Glyoxalase/Bleomycin resistance protein
Sant_1048,1004,-,"Putative transcriptional regulator, AraC family"
Sant_1049,1005,-,Saccharopine dehydrogenase related protein
Sant_1050,1006,-,hypothetical protein
Sant_1051,1007,-,hypothetical protein
Sant_1053,1008,-,Putative phage toxin protein
Sant_1054,1009,-,Putative phage antitoxin
Sant_1055,1010,-,Phage protein
Sant_1056,1011,-,Putative phage DNA repair protein
Sant_1057,1012,-,Putative phage antirestriction protein
Sant_1058,1013,-,hypothetical protein
Sant_1059,1014,-,hypothetical protein
Sant_1060,1015,-,hypothetical protein
Sant_1061,1016,-,hypothetical protein
Sant_1062,1017,-,Putative CP4-57 prophage transcriptional repressor
Sant_1063,1018,-,Putative GTPase
Sant_1064,1019,-,hypothetical protein
Sant_1065,1020,-,hypothetical protein
Sant_1066,1021,-,putative Fe-S oxidoreductase
Sant_1067,1022,-,Chromosome segregation protein SMC
Sant_1068,1023,-,Superfamily I DNA and RNA helicase
Sant_1069,1024,-,hypothetical protein
Sant_1070,1025,-,hypothetical protein
Sant_1071,1026,-,hypothetical protein
Sant_1072,1027,-,Putative transposase
Sant_1073,1028,-,DNA-binding protein
Sant_1074,1029,-,hypothetical protein
Sant_1075,1030,alpA,Putative phage transcriptional regulator
Sant_1076,1031,-,hypothetical protein
Sant_1077,1032,-,Prophage CP4-57 integrase
Sant_1079,1033,smpB,SsrA-binding protein
Sant_1080,1034,ratB,Putative polyketide cyclase/dehydrase
Sant_1081,1035,-,hypothetical protein
Sant_1082,1036,bamE,Outer membrane biogenesis protein
Sant_1083,1037,recN,DNA repair protein
Sant_1084,1038,ppnK,Inorganic polyphosphate/ATP-NAD kinase
Sant_1085,1039,grpE,Heat shock protein
Sant_1086,1040,ung,Uracil-DNA glycosylase
Sant_1087,1041,grcA,Formate acetyltransferase
Sant_1088,1042,srmB,ATP-dependent RNA helicase
Sant_1089,1043,-,hypothetical protein
Sant_1090,1044,-,Putative chitin-binding domain 3 protein
Sant_1091,1045,nadB,L-aspartate oxidase
Sant_1092,1046,rpoE,RNA polymerase sigma factor
Sant_1093,1047,rseA,Anti-RNA polymerase sigma factor
Sant_1094,1048,rseB,Periplasmic negative regulator of sigma E
Sant_1095,1049,rseC,Positive regulatorof sigma E
Sant_1096,1050,lepA,GTP-binding protein
Sant_1097,1051,lepB,Signal peptidase I
Sant_1098,1052,rnc,Ribonuclease III
Sant_1099,1053,era,GTP-binding protein
Sant_1100,1054,recO,DNA repair protein
Sant_1101,1055,pdxJ,Pyridoxal phosphate biosynthetic protein
Sant_1102,1056,acpS,4'-phosphopantetheinyl transferase
Sant_1103,1057,-,Ferredoxin
Sant_1104,1058,-,"Putative transcriptional regulator, PAS and GerEdomains"
Sant_1105,1059,-,Putative phosphoesterase PA-phosphatase related protein
Sant_1106,1060,-,"Transcriptional regulator, RpiR family"
Sant_1107,1061,-,N-acetylmuramic acid 6-phosphate etherase
Sant_1108,1062,-,Phosphotransferase system EIIC
Sant_1109,1063,-,hypothetical protein
Sant_1110,1064,-,TRNA-specific adenosine deaminase
Sant_1111,1065,mltF,Membrane-bound lytic murein transglycosylase F
Sant_1112,1066,purL,Phosphoribosylformylglycinamidine synthase
Sant_1114,1067,glrK,Putative integral membrane sensor signal transduction histidine kinase
Sant_1115,1068,-,hypothetical protein
Sant_1116,1069,glrR,Putative DNA-binding response regulator in two-component system
Sant_1117,1070,glnB,Nitrogen regulatory protein P-II 1
Sant_1118,1071,glyA,Serine hydroxymethyltransferase
Sant_1119,1072,csiE,Stationary phase-inducible protein
Sant_1120,1073,-,Putative high-affinity nickel-transporter
Sant_1121,1074,idnO,Gluconate 5-dehydrogenase
Sant_1122,1075,suhB,Inositol monophosphatase
Sant_1123,1076,trmJ,TRNA (cytidine/uridine-2'-O-)-methyltransferase
Sant_1124,1077,iscR,HTH-type transcriptional regulator
Sant_1125,1078,iscS,Putative cysteine desulfurase
Sant_1126,1079,pepB,Peptidase B
Sant_1127,1080,-,Enhanced serine sensitivity protein
Sant_1128,1081,-,3-mercaptopyruvate sulfurtransferase
Sant_1129,1082,ndk,Nucleoside diphosphate kinase
Sant_1130,1083,rlmN,Putative ribosomal RNA large subunit methyltransferase N
Sant_1131,1084,pilF,Type IV pilus biogenesis/stability protein
Sant_1132,1085,rodZ,XRE family transcriptional regulator
Sant_1133,1086,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
Sant_1134,1087,hisS,Histidyl-tRNA synthetase
Sant_1135,1088,yfgM,membrane protein
Sant_1136,1089,bamB,Outer membrane protein assembly complex subunit
Sant_1137,1090,engA,GTP-binding protein
Sant_1138,1091,-,hypothetical protein
Sant_1139,1092,-,hypothetical protein
Sant_1140,1093,-,"Peptidase M4 thermolysin, protease"
Sant_1141,1094,-,putative dehydrogenase
Sant_1142,1095,-,Putative acetyltransferase
Sant_1143,1096,lacA,Putatative acetyltransferase protein
Sant_1144,1097,lacY,Lactose permease
Sant_1145,1098,lacZ,Beta galactosidase
Sant_1146,1099,lacI,Lac repressor
Sant_1147,1100,-,Alcohol dehydrogenase GroES domain-containing protein
Sant_1148,1101,mqo,Malate:quinone oxidoreductase
Sant_1149,1102,-,Acetyltransferase
Sant_1150,1103,-,Major facilitator superfamily transporter
Sant_1151,1104,xseA,Exodeoxyribonuclease VII large subunit
Sant_1152,1105,guaB,Inositol-5-monophosphate dehydrogenase
Sant_1153,1106,guaA,Bifunctional GMP synthase/glutamine amidotransferase protein
Sant_1155,1107,-,hypothetical protein
Sant_1157,1108,-,hypothetical protein
Sant_1158,1109,-,Putative O-antigen ligase
Sant_1159,1110,-,Cupin 2 domain containing protein
Sant_1160,1111,-,HxlR family transcriptional regulator
Sant_1161,1112,-,Short-chain dehydrogenase/reductase SDR
Sant_1162,1113,-,TetR family transcriptional regulator
Sant_1163,1114,-,Putative short-chain dehydrogenase/reductase
Sant_1164,1115,-,Putative PTS system galactitol-specific IIA component
Sant_1165,1116,-,Galactitol permease IIC component
Sant_1166,1117,-,Putative PTS system galactitol-specific IIB component
Sant_1167,1118,-,hypothetical protein
Sant_1168,1119,-,Endoribonuclease L-PSP
Sant_1169,1120,-,Putative hydrolase
Sant_1170,1121,-,C4-dicarboxylate anaerobic carrier-like protein
Sant_1171,1122,-,Putative metal-activated pyridoxal enzyme
Sant_1172,1123,-,"Transcriptional regulator, LysR family"
Sant_1173,1124,-,YeeE/YedE family membrane protein
Sant_1174,1125,-,hypothetical protein
Sant_1175,1126,yenR,"Transcriptional regulator, LuxR family"
Sant_1176,1127,thiM,Hydroxyethylthiazole kinase
Sant_1177,1128,-,Bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase
Sant_1178,1129,-,hypothetical protein
Sant_1179,1130,-,Putative lipid kinase
Sant_1180,1131,-,Protease/peptidase U32
Sant_1181,1132,-,hypothetical protein
Sant_1182,1133,baeR,Two-component system response regulator
Sant_1183,1134,baeS,Signal transduction histidine-protein kinase
Sant_1184,1135,mdtD,Multidrug efflux system protein
Sant_1185,1136,-,Oxidoreductase
Sant_1186,1137,ureD,Urease accessory protein
Sant_1187,1138,ureA,Urease subunit gamma
Sant_1188,1139,ureB,Urease subunit beta
Sant_1189,1140,ureC,Urease subunit alpha
Sant_1190,1141,ureE,Urease accessory protein
Sant_1191,1142,ureF,Urease accessory protein
Sant_1192,1143,ureG,Urease accessory protein
Sant_1193,1144,yegD,putative chaperone protein
Sant_1194,1145,-,Short-chain dehydrogenase/reductase SDR
Sant_1195,1146,-,MgtE family magnesium transporter
Sant_1196,1147,-,hypothetical protein
Sant_1197,1148,ppx,Exopolyphosphatase
Sant_1198,1149,ppk1,Polyphosphate kinase
Sant_1199,1150,-,Phosphate transport system permease
Sant_1200,1151,-,Phosphate ABC permease
Sant_1201,1152,-,Phosphate import ATP-binding protein pstB 2
Sant_1202,1153,purN,Phosphoribosylglycinamide formyltransferase
Sant_1203,1154,purM,Phosphoribosylformylglycinamidine cyclo-ligase
Sant_1204,1155,upp,Uracil phosphoribosyltransferase
Sant_1205,1156,uraA,Uracil-xanthine permease
Sant_1206,1157,hda,DNA replication initiation factor
Sant_1207,1158,yfgC,Peptidase M48
Sant_1208,1159,bcp,Thioredoxin-dependent thiol peroxidase
Sant_1209,1160,gcvR,Glycine cleavage system transcriptional repressor
Sant_1210,1161,dapA,Dihydrodipicolinate synthase
Sant_1211,1162,bamC,Lipoprotein
Sant_1212,1163,purC,Phosphoribosylaminoimidazole-succinocarboxamide synthase
Sant_1213,1164,-,"Protein of hypothetical function, zinc metallopeptidase"
Sant_1214,1165,-,hypothetical protein
Sant_1215,1166,tmcA,Putative acetyltransferase
Sant_1216,1167,ypfN,membrane protein
Sant_1217,1168,vanY,Peptidase M15B and M15C DD-carboxypeptidase
Sant_1218,1169,dapE,Succinyl-diaminopimelate desuccinylase
Sant_1219,1170,yffB,Arsenate reductase
Sant_1220,1171,acrD,Acriflavine resistance protein B
Sant_1221,1172,-,NUDIX hydrolase
Sant_1222,1173,-,Ankyrin repeat protein
Sant_1223,1174,-,Ankyrin repeat domain-containing protein
Sant_1224,1175,-,Putative ankyrin repeat domain protein
Sant_1225,1176,tktA,Transketolase 1
Sant_1226,1177,talA,Transaldolase A
Sant_1227,1178,-,hypothetical protein
Sant_1228,1179,hemF,"Coproporphyrinogen III oxidase, aerobic (Coproporphyrinogenase) (Coprogen oxidase)"
Sant_1229,1180,ypeA,Acetyltransferase
Sant_1231,1181,-,hypothetical protein
Sant_1232,1182,cysP,"Sulfate ABC transporter, substrate-binding protein"
Sant_1233,1183,cysU,Sulfate transport system permease protein
Sant_1234,1184,cysW,Sulfate transport system permease protein
Sant_1235,1185,cysA,Sulfate ABC transporter ATP-binding component
Sant_1236,1186,-,NADH:flavin oxidoreductase/NADH oxidase
Sant_1237,1187,cysM,Cysteine synthase B
Sant_1238,1188,-,Putative two-component system response regulator
Sant_1239,1189,-,Sensor histidine kinase
Sant_1240,1190,crr,Glucose-specific PTS system component
Sant_1241,1191,ptsI,PEP-protein phosphotransferase enzyme I
Sant_1242,1192,ptsH,Phosphocarrier protein
Sant_1243,1193,cysK,Cysteine synthase A
Sant_1244,1194,cysZ,Putative sulfate transport protein
Sant_1245,1195,zipA,Cell division protein
Sant_1246,1196,ligA,NAD-dependent DNA ligase
Sant_1247,1197,-,hypothetical protein
Sant_1248,1198,-,"ABC transporter, permease protein"
Sant_1249,1199,-,"ABC transporter, permease protein"
Sant_1250,1200,-,"ABC transporter, ATP-binding protein"
Sant_1251,1201,-,Basic membrane lipoprotein
Sant_1252,1202,-,hypothetical protein
Sant_1253,1203,-,GCN5-related N-acetyltransferase
Sant_1254,1204,-,MarR family transcriptional regulator
Sant_1255,1205,-,"RND efflux system, outer membrane lipoprotein, NodT family"
Sant_1256,1206,-,"Multidrug resistance, hemolysin D family protein"
Sant_1257,1207,-,Drug resistance transporter EmrB/QacA subfamily
Sant_1258,1208,-,Peptidase M60 viral enhancin protein
Sant_1263,1209,gltX,Glutamyl-tRNA synthetase
Sant_1266,1210,nupC,Nucleoside transport protein
Sant_1267,1211,mntH,Manganese transport protein
Sant_1268,1212,yghZ,Aldo/keto reductase
Sant_1269,1213,-,Aspartate racemase
Sant_1270,1214,-,Glucokinase
Sant_1271,1215,-,"Two component transcriptional response regulator, LytTR family"
Sant_1272,1216,-,Two-component system histidine kinase
Sant_1273,1217,alaC,Aminotransferase class I and II
Sant_1274,1218,sugE,GroEL supressor protein
Sant_1275,1219,-,hypothetical protein
Sant_1276,1220,-,"Transcriptional regulator, PAS and GerE domains"
Sant_1277,1221,-,hypothetical protein
Sant_1278,1222,-,LysR family regulatory protein
Sant_1279,1223,-,Bifunctional glycosyl transferase/transpeptidase
Sant_1280,1224,-,"Transcriptional regulator, PAS and GerE domains"
Sant_1281,1225,-,Putative phage DNA polymerase
Sant_1282,1226,-,hypothetical protein
Sant_1284,1227,-,LuxR-family transcriptional regulatory protein
Sant_1287,1228,-,Formate/nitrite transporter
Sant_1288,1229,ccmA,Cytochrome c biogenesis protein
Sant_1289,1230,ccmB,Heme exporter protein
Sant_1290,1231,ccmC,Heme exporter protein
Sant_1291,1232,ccmD,Heme exporter protein D
Sant_1292,1233,ccmE,Cytochrome c biogenesis protein
Sant_1293,1234,ccmF,Cytochrome c-type biogenesis protein
Sant_1294,1235,ccmG,"Thiol:disulfide interchange protein, cytochrome C-type biogenesis protein"
Sant_1295,1236,ccmH,Cytochrome C biogenesis protein
Sant_1296,1237,ccmI,Cytochrome c-type bioproteinsis protein
Sant_1297,1238,mlaA,Putative surface lipoprotein
Sant_1298,1239,yfcZ,TRNA-dihydrouridine synthase A
Sant_1299,1240,sixA,Phosphohistidine phosphatase
Sant_1300,1241,-,GtrA-like protein
Sant_1301,1242,-,Glycosyl transferase family 2
Sant_1302,1243,-,Putative membrane protein
Sant_1303,1244,-,Smr protein/MutS2
Sant_1304,1245,-,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
Sant_1305,1246,aroC,Chorismate synthase (5-enolpyruvylshikimate-3-phosphate phospholyase)
Sant_1306,1247,mepA,Peptidase U6 penicillin-insensitive murein endopeptidase
Sant_1307,1248,-,Permease protein
Sant_1308,1249,-,hypothetical protein
Sant_1309,1250,-,hypothetical protein
Sant_1310,1251,-,5-methylaminomethyl-2-thiouridine methyltransferase
Sant_1311,1252,fabB,3-oxoacyl-[acyl-carrier-protein] synthase I
Sant_1312,1253,-,Major facilitator superfamily protein
Sant_1313,1254,flk,Putative flagellar assembly regulatory protein
Sant_1314,1255,pdxB,Erythronate-4-phosphate dehydrogenase
Sant_1315,1256,-,Aspartate-semialdehyde dehydrogenase
Sant_1316,1257,truA,TRNA pseudouridine synthase A
Sant_1317,1258,dedA,SNARE associated Golgi protein-like protein
Sant_1318,1259,accD,Acetyl-coenzyme A carboxylase carboxyl transferase beta subunit
Sant_1319,1260,folC,Bifunctional folylpolyglutamate synthase/dihydrofolate synthase
Sant_1320,1261,dedD,Sporulation and cell division repeat protein
Sant_1321,1262,-,hypothetical protein
Sant_1322,1263,cvpA,Colicin V production protein
Sant_1323,1264,purF,Amidophosphoribosyltransferase
Sant_1324,1265,ubiX1,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Sant_1325,1266,hisJ,Putative histidine ABC transporter periplasmic-binding protein
Sant_1326,1267,hisQ,Polar amino acid ABC transporter inner membrane subunit
Sant_1327,1268,hisM,Histidine transport system permease protein
Sant_1328,1269,hisP,Histidine ABC superfamily ATP binding cassette transporter
Sant_1329,1270,yfcH,Putative sugar nucleotide epimerase
Sant_1330,1271,yfcG,Glutathione S-transferase domain-containing protein
Sant_1331,1272,yfcE,"Phosphodiesterase, MJ0936 family"
Sant_1332,1273,yfcD,NTP pyrophosphohydrolase including oxidative damage repair enzyme
Sant_1333,1274,pta,Phosphate acetyltransferase
Sant_1334,1275,ackA,Acetate kinase (Acetokinase)
Sant_1335,1276,-,hypothetical protein
Sant_1336,1277,yfbU,YfbU family protein
Sant_1337,1278,-,Putative phosphatase
Sant_1338,1279,-,Citrate transporter
Sant_1339,1280,yfbR,Metal dependent phosphohydrolase
Sant_1340,1281,alaA,Putative aspartate aminotransferase
Sant_1341,1282,lrhA,LysR family transcriptional regulator
Sant_1342,1283,nuoA,NADH-quinone oxidoreductase chain A
Sant_1343,1284,nuoB,NADH-quinone oxidoreductase chain B
Sant_1344,1285,nuoC,NADH-quinone oxidoreductase chain C/D
Sant_1345,1286,nuoE,NADH dehydrogenase I chain E
Sant_1346,1287,nuoF,NADH dehydrogenase I chain F
Sant_1347,1288,nuoG,NADH-quinone oxidoreductase chain G
Sant_1348,1289,nuoH,NADH dehydrogenase subunit H
Sant_1349,1290,nuoI,NADH dehydrogenase subunit I
Sant_1350,1291,nuoJ,NADH dehydrogenase I chain J
Sant_1351,1292,nuoK,NADH dehydrogenase I chain k
Sant_1352,1293,nuoL,NADH dehydrogenase I chain L
Sant_1353,1294,nuoM,NADH-quinone oxidoreductase chain M
Sant_1354,1295,nuoN,NADH dehydrogenase I chain N
Sant_1355,1296,elaB,protein elaB
Sant_1356,1297,menF,Menaquinone-specific isochorismate synthase
Sant_1357,1298,menH,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene -1-carboxylate synthase
Sant_1358,1299,menD,Acyl-CoA thioester hydrolase
Sant_1359,1300,menB,Naphthoate synthase
Sant_1360,1301,menC,O-succinylbenzoic acid synthetase
Sant_1361,1302,menE,O-succinylbenzoate-CoA ligase
Sant_1362,1303,-,Competence damage-inducible protein A
Sant_1363,1304,-,Major facilitator superfamily transporter
Sant_1364,1305,-,E3 ubiquitin-protein ligase
Sant_1365,1306,yfaE,2Fe-2S ferredoxin
Sant_1366,1307,nrdB,Ribonucleoside-diphosphate reductase 1 beta chain
Sant_1367,1308,nrdA,Ribonucleoside-diphosphate reductase 1 alpha subunit
Sant_1368,1309,ubiG,3-demethylubiquinone-9 3-methyltransferase
Sant_1369,1310,gyrA,DNA gyrase subunit A
Sant_1370,1311,rcsC,Hybrid two-component sensor kinase
Sant_1371,1312,rcsB,Transcriptional activator of EPS synthesis
Sant_1372,1313,rcsD,Phosphotransfer intermediate protein in two-component regulatory system with RcsBC
Sant_1373,1314,-,putative MFS-type transporter
Sant_1374,1315,-,hypothetical protein
Sant_1375,1316,ompC,Outer membrane protein C
Sant_1376,1317,-,Glutathione S-transferase family protein
Sant_1377,1318,-,Putative sulfonate/nitrate transport system substrate-binding protein
Sant_1378,1319,cbl,"Cys regulon transcriptional regulator, LysR family"
Sant_1379,1320,pagP,Phospholipid:lipid A palmitoyltransferase
Sant_1380,1321,ddl,D-alanine--D-alanine ligase
Sant_1381,1322,lysE,Lysine exporter protein
Sant_1382,1323,-,hypothetical protein
Sant_1383,1324,-,Mandelate racemase/muconate lactonizing enzyme
Sant_1384,1325,-,Putative D-galactonate transporter
Sant_1385,1326,-,MFS transporter
Sant_1386,1327,-,Mandelate racemase/muconate lactonizing enzyme
Sant_1387,1328,-,3-oxoacyl-(acyl-carrier-protein) reductase
Sant_1388,1329,-,N-acetylneuraminate lyase
Sant_1389,1330,-,hypothetical protein
Sant_1391,1331,-,Putative sulfatase
Sant_1392,1332,-,hypothetical protein
Sant_1393,1333,ndpA,Nucleoid-associated protein
Sant_1394,1334,-,hypothetical protein
Sant_1395,1335,rplY,50S ribosomal protein L25
Sant_1396,1336,-,Type III restriction protein res subunit
Sant_1397,1337,rsuA,16S rRNA pseudouridylate synthase A
Sant_1398,1338,bcr,Bicyclomycin/multidrug efflux system
Sant_1399,1339,efeU,Iron permease FTR1
Sant_1400,1340,-,hypothetical protein
Sant_1401,1341,ycdB,"Dyp-type peroxidase family protein, Tat-translocated enzyme"
Sant_1402,1342,-,hypothetical protein
Sant_1403,1343,yejF,Putative ABC transporter ATP-binding component
Sant_1404,1344,yejE,Putative binding-protein-dependent transporter
Sant_1405,1345,yejB,Putative ABC transporter permease component
Sant_1406,1346,yejA,Putative substrate-binding transport protein
Sant_1407,1347,-,4-hydroxyphenylpyruvate dioxygenase
Sant_1408,1348,spr,Putative outer membrane lipoprotein
Sant_1409,1349,lpxT,Phosphoesterase PA-phosphatase related protein
Sant_1410,1350,yeiR,Cobalamin synthesis protein/P47K family protein
Sant_1411,1351,yeiQ,D-mannonate oxidoreductase
Sant_1412,1352,yeiP,Elongation factor P-like protein
Sant_1413,1353,sotA,Sugar efflux transporter
Sant_1414,1354,fruB,"PTS family fructose porter, IIA/HPr component"
Sant_1415,1355,fruK,1-phosphofructokinase
Sant_1416,1356,fruA,"PTS family fructose porter, IIABC component"
Sant_1417,1357,nfo,putative endonuclease IV
Sant_1418,1358,yeiE,LysR family transcriptional regulator
Sant_1419,1359,lysP,Lysine-specific permease-associated protein
Sant_1420,1360,-,Inner membrane permease of iron/siderophore ABC transporter
Sant_1421,1361,-,ABC transporter-like protein
Sant_1422,1362,-,Putative TonB-dependent receptor plug
Sant_1423,1363,-,S-formylglutathione hydrolase
Sant_1424,1364,-,Alcohol dehydrogenase
Sant_1425,1365,-,LysR family transcriptional regulator
Sant_1426,1366,yjiJ,MFS-family transporter
Sant_1427,1367,folE,GTP cyclohydrolase I
Sant_1428,1368,yeiB,membrane protein
Sant_1429,1369,pmrA,DNA-binding transcriptional regulator
Sant_1430,1370,pmrB,Sensor protein
Sant_1431,1371,-,Glycosyl transferase family 2
Sant_1432,1372,galS,DNA-binding transcriptional regulator
Sant_1433,1373,mglB,D-galactose-binding periplasmic protein
Sant_1434,1374,mglA,Galactose/methyl galactoside import ATP-binding protein
Sant_1435,1375,mglC,Galactoside transport system permease protein
Sant_1436,1376,sanA,Exported protein
Sant_1437,1377,sfcA,Malate dehydrogenase
Sant_1438,1378,cdd,Cytidine deaminase
Sant_1439,1379,yohK,Putative membrane protein
Sant_1440,1380,-,"LrgA family, putative murein hydrolase exporter"
Sant_1441,1381,-,Putative secreted protein
Sant_1442,1382,-,MFS transporter
Sant_1443,1383,metG,Methionyl-tRNA synthetase
Sant_1444,1384,-,Putative ATPase
Sant_1445,1385,-,Phosphoesterase PA-phosphatase family protein
Sant_1446,1386,udk,Uridine kinase
Sant_1447,1387,dcd,Deoxycytidine triphosphate deaminase
Sant_1448,1388,asmA,Outer membrane assembly protein
Sant_1449,1389,amsL,Exopolysaccharide biosynthesis protein
Sant_1450,1390,wcaK,Extracellular polysaccharide pyruvyl transferase
Sant_1451,1391,wza,Amylovoran export outer membrane protein
Sant_1452,1392,wzb,Putative tyrosine-phosphatase
Sant_1453,1393,wzc,Tyrosine kinase
Sant_1454,1394,wcaL,Amylovoran biosynthesis glycosyl transferase
Sant_1455,1395,-,Putative glycosyl transferase family 2
Sant_1456,1396,-,Glycosyl transferase group 1
Sant_1457,1397,-,hypothetical protein
Sant_1458,1398,-,Putative glycosyltransferase
Sant_1459,1399,wcaJ,Putative UDP-glucose lipid carrier transferase
Sant_1460,1400,-,hypothetical protein
Sant_1461,1401,-,"Acyltransferase 3, possibly involved in capsule biosynthesis"
Sant_1462,1402,-,Putative succinoglycan biosynthesis ketolase
Sant_1463,1403,galF,UTP-glucose-1-phosphate uridylyltransferase
Sant_1464,1404,galE1,UDP-glucose 4-epimerase
Sant_1465,1405,gcd,Membrane-bound PQQ-dependent dehydrogenase
Sant_1466,1406,manC2,Mannose-1-phosphate guanylyltransferase
Sant_1467,1407,manB,Phosphomannomutase
Sant_1468,1408,-,Integral membrane component of ABC-transporter
Sant_1469,1409,-,ATP binding component of ABC-transporter
Sant_1470,1410,-,hypothetical protein
Sant_1471,1411,-,Putative mannosyltransferase
Sant_1472,1412,rbfU,Mannosyltransferase B
Sant_1473,1413,wbcW,Glycosyltransferase
Sant_1474,1414,gnd,6-phosphogluconate dehydrogenase
Sant_1475,1415,-,hypothetical protein
Sant_1476,1416,hisI,Bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein
Sant_1477,1417,hisF,Imidazole glycerol phosphate synthase subunit
Sant_1478,1418,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)m ethylideneamino] imidazole-4-carboxamide isomerase
Sant_1479,1419,hisH,Imidazole glycerol phosphate synthase subunit
Sant_1480,1420,hisB,Imidazole glycerol-phosphate dehydratase/histidinol phosphatase
Sant_1481,1421,hisC,Histidinol-phosphate aminotransferase
Sant_1482,1422,hisD,Histidinol dehydrogenase
Sant_1483,1423,hisG,ATP phosphoribosyltransferase
Sant_1484,1424,-,Putative NAD-dependent epimerase/dehydratase
Sant_1485,1425,puuA,Gamma-glutamylputrescine synthetase
Sant_1486,1426,puuP,Putrescine importer
Sant_1487,1427,sbcB,Exonuclease I
Sant_1488,1428,-,hypothetical protein
Sant_1489,1429,-,hypothetical protein
Sant_1490,1430,-,hypothetical protein
Sant_1491,1431,yeeA,Inner membrane protein
Sant_1492,1432,-,hypothetical protein
Sant_1493,1433,-,hypothetical protein
Sant_1494,1434,-,L-lactate dehydrogenase
Sant_1495,1435,alkA,Methylated-DNA--protein-cysteine methyltransferase
Sant_1496,1436,-,Putative xanthine/uracil/vitamin C permease
Sant_1497,1437,-,Alpha-galactosidase
Sant_1498,1438,-,Galactoside permease
Sant_1499,1439,-,LacI family transcriptional regulator
Sant_1500,1440,-,Flavin reductase domain protein FMN-binding protein
Sant_1501,1441,-,Glycerol-3-phosphate regulon repressor
Sant_1502,1442,-,Class III aminotransferase
Sant_1503,1443,tag,3-methyl-adenine DNA glycosylase I
Sant_1504,1444,-,hypothetical protein
Sant_1505,1445,pqqF,Coenzyme PQQ biosynthesis protein F
Sant_1506,1446,pqqE,Coenzyme PQQ biosynthesis protein E
Sant_1507,1447,pqqD,Coenzyme PQQ biosynthesis protein D
Sant_1508,1448,pqqC,Coenzyme PQQ biosynthesis protein C
Sant_1509,1449,pqqB,Coenzyme PQQ biosynthesis protein B
Sant_1510,1450,pqqA,Coenzyme PQQ biosynthesis protein A
Sant_1511,1451,-,Membrane dipeptidase
Sant_1512,1452,-,PTS system glucitol/sorbitol-specific transporter subunit IIC
Sant_1513,1453,-,"PTS family glucitol/sorbitol porter, IIB component"
Sant_1514,1454,-,"PTS family glucitol/sorbitol porter, IIA component"
Sant_1515,1455,-,Sorbitol-6-phosphate dehydrogenase
